Building,Abbreviation,RoomType,BuildingType,Gender,TimeStamp,BedsAvailable
Laurel,LA,2 Bd/4 Person,Apartment,Male,2025-02-18T14:00:00Z,2
Laurel,LA,2 Bd/4 Person,Apartment,Male,2025-02-18T15:00:00Z,1
Laurel,LA,2 Bd/4 Person,Apartment,Male,2025-02-18T16:00:00Z,1
Laurel,LA,2 Bd/4 Person,Apartment,Male,2025-02-19T10:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Male,2025-02-19T11:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Male,2025-02-19T12:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Male,2025-02-19T13:00:00Z,0
Laurel,LA,2 Bd/4 Person,Apartment,Male,2025-02-19T15:00:00Z,0
Laurel,LA,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T09:00:00Z,172
Laurel,LA,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T10:00:00Z,172
Laurel,LA,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T11:00:00Z,172
Laurel,LA,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T12:00:00Z,172
Laurel,LA,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T13:00:00Z,172
Laurel,LA,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T14:00:00Z,166
Laurel,LA,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T15:00:00Z,165
Laurel,LA,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T16:00:00Z,158
Laurel,LA,4 Bd/10 Person-Double,Apartment,Female,2025-02-19T10:00:00Z,121
Laurel,LA,4 Bd/10 Person-Double,Apartment,Female,2025-02-19T11:00:00Z,91
Laurel,LA,4 Bd/10 Person-Double,Apartment,Female,2025-02-19T12:00:00Z,50
Laurel,LA,4 Bd/10 Person-Double,Apartment,Female,2025-02-19T13:00:00Z,21
Laurel,LA,4 Bd/10 Person-Double,Apartment,Female,2025-02-19T15:00:00Z,0
Laurel,LA,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T09:00:00Z,12
Laurel,LA,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T10:00:00Z,12
Laurel,LA,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T11:00:00Z,12
Laurel,LA,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T12:00:00Z,10
Laurel,LA,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T13:00:00Z,0
Laurel,LA,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T14:00:00Z,0
Laurel,LA,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T15:00:00Z,0
Laurel,LA,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T16:00:00Z,0
Laurel,LA,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-19T10:00:00Z,0
Laurel,LA,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-19T11:00:00Z,0
Laurel,LA,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-19T12:00:00Z,0
Laurel,LA,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-19T13:00:00Z,0
Laurel,LA,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-19T15:00:00Z,0
Laurel,LA,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T09:00:00Z,100
Laurel,LA,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T10:00:00Z,100
Laurel,LA,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T11:00:00Z,100
Laurel,LA,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T12:00:00Z,100
Laurel,LA,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T13:00:00Z,100
Laurel,LA,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T14:00:00Z,98
Laurel,LA,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T15:00:00Z,98
Laurel,LA,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T16:00:00Z,96
Laurel,LA,4 Bd/10 Person-Double,Apartment,Male,2025-02-19T10:00:00Z,94
Laurel,LA,4 Bd/10 Person-Double,Apartment,Male,2025-02-19T11:00:00Z,86
Laurel,LA,4 Bd/10 Person-Double,Apartment,Male,2025-02-19T12:00:00Z,72
Laurel,LA,4 Bd/10 Person-Double,Apartment,Male,2025-02-19T13:00:00Z,57
Laurel,LA,4 Bd/10 Person-Double,Apartment,Male,2025-02-19T15:00:00Z,28
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T09:00:00Z,258
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T10:00:00Z,258
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T11:00:00Z,258
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T12:00:00Z,258
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T13:00:00Z,258
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T14:00:00Z,258
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T15:00:00Z,258
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T16:00:00Z,258
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Female,2025-02-19T10:00:00Z,244
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Female,2025-02-19T11:00:00Z,235
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Female,2025-02-19T12:00:00Z,235
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Female,2025-02-19T13:00:00Z,235
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Female,2025-02-19T15:00:00Z,218
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-18T09:00:00Z,18
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-18T10:00:00Z,18
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-18T11:00:00Z,18
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-18T12:00:00Z,12
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-18T13:00:00Z,0
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-18T14:00:00Z,0
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-18T15:00:00Z,0
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-18T16:00:00Z,0
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-19T10:00:00Z,0
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-19T11:00:00Z,0
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-19T12:00:00Z,0
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-19T13:00:00Z,0
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Gender Inclusive,2025-02-19T15:00:00Z,0
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Male,2025-02-18T09:00:00Z,150
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Male,2025-02-18T10:00:00Z,150
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Male,2025-02-18T11:00:00Z,150
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Male,2025-02-18T12:00:00Z,150
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Male,2025-02-18T13:00:00Z,150
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Male,2025-02-18T14:00:00Z,150
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Male,2025-02-18T15:00:00Z,149
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Male,2025-02-18T16:00:00Z,149
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Male,2025-02-19T10:00:00Z,149
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Male,2025-02-19T11:00:00Z,146
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Male,2025-02-19T12:00:00Z,146
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Male,2025-02-19T13:00:00Z,136
Laurel,LA,4 Bd/10 Person-Triple,Apartment,Male,2025-02-19T15:00:00Z,115
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Female,2025-02-18T09:00:00Z,12
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Female,2025-02-18T10:00:00Z,3
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Female,2025-02-18T11:00:00Z,1
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Female,2025-02-18T12:00:00Z,1
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Female,2025-02-18T13:00:00Z,1
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Female,2025-02-18T14:00:00Z,1
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Female,2025-02-18T15:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Female,2025-02-18T16:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Female,2025-02-19T10:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Female,2025-02-19T11:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Female,2025-02-19T12:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Female,2025-02-19T13:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Female,2025-02-19T15:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Male,2025-02-18T09:00:00Z,9
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Male,2025-02-18T10:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Male,2025-02-18T11:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Male,2025-02-18T12:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Male,2025-02-18T13:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Male,2025-02-18T14:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Male,2025-02-18T15:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Male,2025-02-18T16:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Male,2025-02-19T10:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Male,2025-02-19T11:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Male,2025-02-19T12:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Male,2025-02-19T13:00:00Z,0
Levering Terrace Apartments,LT,1 Bd/3 Person,Apartment,Male,2025-02-19T15:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Female,2025-02-18T09:00:00Z,20
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Female,2025-02-18T10:00:00Z,20
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Female,2025-02-18T11:00:00Z,20
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Female,2025-02-18T12:00:00Z,20
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Female,2025-02-18T13:00:00Z,20
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Female,2025-02-18T14:00:00Z,20
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Female,2025-02-18T15:00:00Z,9
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Female,2025-02-18T16:00:00Z,4
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Female,2025-02-19T10:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Female,2025-02-19T11:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Female,2025-02-19T12:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Female,2025-02-19T13:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Female,2025-02-19T15:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Male,2025-02-18T09:00:00Z,12
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Male,2025-02-18T10:00:00Z,12
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Male,2025-02-18T11:00:00Z,12
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Male,2025-02-18T12:00:00Z,12
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Male,2025-02-18T13:00:00Z,12
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Male,2025-02-18T14:00:00Z,12
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Male,2025-02-18T15:00:00Z,12
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Male,2025-02-18T16:00:00Z,12
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Male,2025-02-19T10:00:00Z,12
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Male,2025-02-19T11:00:00Z,12
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Male,2025-02-19T12:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Male,2025-02-19T13:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/7 Person-Quad,Apartment,Male,2025-02-19T15:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Female,2025-02-18T09:00:00Z,15
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Female,2025-02-18T10:00:00Z,15
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Female,2025-02-18T11:00:00Z,15
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Female,2025-02-18T12:00:00Z,15
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Female,2025-02-18T13:00:00Z,15
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Female,2025-02-18T14:00:00Z,15
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Female,2025-02-18T15:00:00Z,3
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Female,2025-02-18T16:00:00Z,4
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Female,2025-02-19T10:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Female,2025-02-19T11:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Female,2025-02-19T12:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Female,2025-02-19T13:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Female,2025-02-19T15:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Male,2025-02-18T09:00:00Z,9
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Male,2025-02-18T10:00:00Z,9
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Male,2025-02-18T11:00:00Z,9
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Male,2025-02-18T12:00:00Z,9
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Male,2025-02-18T13:00:00Z,9
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Male,2025-02-18T14:00:00Z,9
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Male,2025-02-18T15:00:00Z,9
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Male,2025-02-18T16:00:00Z,9
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Male,2025-02-19T10:00:00Z,9
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Male,2025-02-19T11:00:00Z,6
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Male,2025-02-19T12:00:00Z,2
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Male,2025-02-19T13:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/7 Person-Triple,Apartment,Male,2025-02-19T15:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Female,2025-02-18T09:00:00Z,120
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Female,2025-02-18T10:00:00Z,120
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Female,2025-02-18T11:00:00Z,120
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Female,2025-02-18T12:00:00Z,120
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Female,2025-02-18T13:00:00Z,120
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Female,2025-02-18T14:00:00Z,120
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Female,2025-02-18T15:00:00Z,120
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Female,2025-02-18T16:00:00Z,117
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Female,2025-02-19T10:00:00Z,103
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Female,2025-02-19T11:00:00Z,81
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Female,2025-02-19T12:00:00Z,51
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Female,2025-02-19T13:00:00Z,33
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Female,2025-02-19T15:00:00Z,18
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Gender Inclusive,2025-02-18T09:00:00Z,8
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Gender Inclusive,2025-02-18T10:00:00Z,8
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Gender Inclusive,2025-02-18T11:00:00Z,8
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Gender Inclusive,2025-02-18T12:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Gender Inclusive,2025-02-18T13:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Gender Inclusive,2025-02-18T14:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Gender Inclusive,2025-02-18T15:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Gender Inclusive,2025-02-18T16:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Gender Inclusive,2025-02-19T10:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Gender Inclusive,2025-02-19T11:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Gender Inclusive,2025-02-19T12:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Gender Inclusive,2025-02-19T13:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Gender Inclusive,2025-02-19T15:00:00Z,0
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Male,2025-02-18T09:00:00Z,64
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Male,2025-02-18T10:00:00Z,64
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Male,2025-02-18T11:00:00Z,64
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Male,2025-02-18T12:00:00Z,64
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Male,2025-02-18T13:00:00Z,64
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Male,2025-02-18T14:00:00Z,64
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Male,2025-02-18T15:00:00Z,59
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Male,2025-02-18T16:00:00Z,59
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Male,2025-02-19T10:00:00Z,59
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Male,2025-02-19T11:00:00Z,55
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Male,2025-02-19T12:00:00Z,49
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Male,2025-02-19T13:00:00Z,44
Levering Terrace Apartments,LT,2 Bd/8 Person,Apartment,Male,2025-02-19T15:00:00Z,39
Palo Verde,PV,2 Bd/4 Person,Apartment,Female,2025-02-18T09:00:00Z,8
Palo Verde,PV,2 Bd/4 Person,Apartment,Female,2025-02-18T10:00:00Z,8
Palo Verde,PV,2 Bd/4 Person,Apartment,Female,2025-02-18T11:00:00Z,6
Palo Verde,PV,2 Bd/4 Person,Apartment,Female,2025-02-18T12:00:00Z,6
Palo Verde,PV,2 Bd/4 Person,Apartment,Female,2025-02-18T13:00:00Z,3
Palo Verde,PV,2 Bd/4 Person,Apartment,Female,2025-02-18T14:00:00Z,1
Palo Verde,PV,2 Bd/4 Person,Apartment,Female,2025-02-18T15:00:00Z,0
Palo Verde,PV,2 Bd/4 Person,Apartment,Female,2025-02-18T16:00:00Z,0
Palo Verde,PV,2 Bd/4 Person,Apartment,Female,2025-02-19T10:00:00Z,0
Palo Verde,PV,2 Bd/4 Person,Apartment,Female,2025-02-19T11:00:00Z,0
Palo Verde,PV,2 Bd/4 Person,Apartment,Female,2025-02-19T12:00:00Z,0
Palo Verde,PV,2 Bd/4 Person,Apartment,Female,2025-02-19T13:00:00Z,0
Palo Verde,PV,2 Bd/4 Person,Apartment,Female,2025-02-19T15:00:00Z,0
Palo Verde,PV,2 Bd/4 Person,Apartment,Male,2025-02-18T09:00:00Z,4
Palo Verde,PV,2 Bd/4 Person,Apartment,Male,2025-02-18T10:00:00Z,4
Palo Verde,PV,2 Bd/4 Person,Apartment,Male,2025-02-18T11:00:00Z,4
Palo Verde,PV,2 Bd/4 Person,Apartment,Male,2025-02-18T12:00:00Z,0
Palo Verde,PV,2 Bd/4 Person,Apartment,Male,2025-02-18T13:00:00Z,0
Palo Verde,PV,2 Bd/4 Person,Apartment,Male,2025-02-18T14:00:00Z,0
Palo Verde,PV,2 Bd/4 Person,Apartment,Male,2025-02-18T15:00:00Z,0
Palo Verde,PV,2 Bd/4 Person,Apartment,Male,2025-02-18T16:00:00Z,0
Palo Verde,PV,2 Bd/4 Person,Apartment,Male,2025-02-19T10:00:00Z,0
Palo Verde,PV,2 Bd/4 Person,Apartment,Male,2025-02-19T11:00:00Z,0
Palo Verde,PV,2 Bd/4 Person,Apartment,Male,2025-02-19T12:00:00Z,0
Palo Verde,PV,2 Bd/4 Person,Apartment,Male,2025-02-19T13:00:00Z,0
Palo Verde,PV,2 Bd/4 Person,Apartment,Male,2025-02-19T15:00:00Z,0
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T09:00:00Z,96
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T10:00:00Z,96
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T11:00:00Z,96
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T12:00:00Z,96
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T13:00:00Z,96
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T14:00:00Z,96
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T15:00:00Z,87
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Female,2025-02-18T16:00:00Z,85
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Female,2025-02-19T10:00:00Z,75
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Female,2025-02-19T11:00:00Z,63
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Female,2025-02-19T12:00:00Z,48
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Female,2025-02-19T13:00:00Z,29
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Female,2025-02-19T15:00:00Z,0
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T09:00:00Z,12
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T10:00:00Z,12
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T11:00:00Z,12
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T12:00:00Z,8
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T13:00:00Z,1
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T14:00:00Z,0
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T15:00:00Z,0
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-18T16:00:00Z,0
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-19T10:00:00Z,0
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-19T11:00:00Z,0
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-19T12:00:00Z,0
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-19T13:00:00Z,0
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Gender Inclusive,2025-02-19T15:00:00Z,0
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T09:00:00Z,56
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T10:00:00Z,56
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T11:00:00Z,56
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T12:00:00Z,56
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T13:00:00Z,56
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T14:00:00Z,56
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T15:00:00Z,52
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Male,2025-02-18T16:00:00Z,55
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Male,2025-02-19T10:00:00Z,49
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Male,2025-02-19T11:00:00Z,42
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Male,2025-02-19T12:00:00Z,33
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Male,2025-02-19T13:00:00Z,32
Palo Verde,PV,4 Bd/10 Person-Double,Apartment,Male,2025-02-19T15:00:00Z,16
Palo Verde,PV,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T09:00:00Z,144
Palo Verde,PV,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T10:00:00Z,144
Palo Verde,PV,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T11:00:00Z,144
Palo Verde,PV,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T12:00:00Z,144
Palo Verde,PV,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T13:00:00Z,144
Palo Verde,PV,4 Bd/10 Person-Triple,Apartment,Female,2025-02-18T14:00:00Z,144
